0	You’re refreshing your go-to news sites every few hours, yet the stories remain stale. 
1	"You’re over the gloom, doom and ""both sides-ism"" that stymies climate reporting by big-time media outlets. "
2	Your favorite climate thought leaders fled Twitter once Elon Musk took over in October. 
3	Where can you find unique takes and data-driven insights and join a greater community to inform your work in sustainability? 
4	Check your email. 
5	A newsletter renaissance over the past decade has led to a multitude of original newsletters. 
6	Many are basically what used to be called blogs, just delivered fresh to your inbox and generally free of fancy formatting. 
7	The following titles are worth a look for those in the business of sustainability, especially with the fate of everyone’s 280-character mass messaging service in question. 
8	Most of these titles focus on solutions and tools, some speak to the personal side of sustainability work, and others provide broad, holistic perspectives from an array of populations.This does not include some excellent climate-focused options from well-funded publications, such as Bloomberg Green Daily  (which you should get, especially if you subscribe). 
9	The majority here (in random order) are published on the Substack platform, which has enabled gutsy independent writers to launch passion projects — often without pay and only occasionally earning the glory of hundreds or thousands of paid subscribers.  
10	Disclaimer: I pay for only a handful of newsletters, so my decisions are largely based on the free offerings. 
11	However, kindly consider upgrading to paid versions of your favorites to support independent journalism.Further disclaimer: Call me biased, but I would be remiss not to mention the GreenBiz newsletters . 
12	GreenBiz analysts and editors breathe the business of sustainability. 
13	They produce weekly insights on climate tech, carbon, circularity, energy, food, sustainable finance, transportation and more. 
14	I’ve chosen to leave all our titles off this particular list but encourage you to subscribe as you’re refreshing your information resources in the New Year. 
15	And now, here’s what else I’m reading.Atmos Earth magazine produces two great weekly newsletters featuring perspectives that are hard to find elsewhere, including queer and Indigenous voices. 
16	"A former reporter at Earther, Colorlines and Yes Magazine, Yessenia Funes writes The Frontline, ""A reminder that the warming of the world is unjust."" "
17	"Atmos co-founder and editor-in-chief Willow Defebaugh, a former high-fashion editor, pens The Overview, which advances a view of ""holism over sustainability."" ""On a more personal level, as a trans woman, I think a lot about transformation, right?"" they said in May. "
18	"""And I think about that through the lens of climate activism and climate justice. I know that transformation is possible, and I know that human beings are capable of transforming and changing.""Highlights: Queer Climate Activists Speak Out After COP27 in EgyptSacred Feathers — and the Tribes That Need ThemThe Women Fighting Fire With FireClimate Denial’s Racist RootsEmily Atkin subscribes to the ""Joe Frazier method"" of journalism. "
19	The former New Republic staffer brings the fire to politicians, CEOs and media figures alike, backing up her passion with accountable reporting. 
20	She’s launching Substack chats Thursdays. 
21	(You’ll see plenty of her roommate’s dog, Fish, too.)Highlights:How journalists uncovered power companies' ploy to buy the pressTwitter's climate vigilantesA New York Times columnist went to Greenland and discovered fossil fuel talking pointsThe curious origins of the anti-ESG movementMichael Thomas is founder of the Carbon Switch  site, which offers sound consumer advice for electrifying homes, and his writings have run in The Atlantic and Fast Company. 
22	"The mission of his new newsletter, Distilled, is to ""cut through the noise"" about climate problems and solutions, mobilizing his tendency to spend hundreds of hours researching a topic. "
23	Thomas has collaborated recently on investigations with publishing entrepreneurs Emily Atkin (Heated) and Judd Legum (Popular Information).
24	Highlights: I Joined 40 Clean Energy Opposition Groups on Facebook. 
25	Here's What I Learned.How Crypto Is Keeping Coal Power Plants AliveAmazon Has Spent $138,000 To Elect Climate Deniers This Election CycleGrief, anxiety and depression over the existential climate threat of our time are common experiences of sustainability professionals. 
