0	The amount of energy wasted over the whys and wherefores of corporate ESG disclosure is a travesty. 
1	It also begs the question: Why does that intense level of public discussion suddenly vanish when it comes to refining the antiquated methods that corporations use to account for their greenhouse gas emissions reductions?
2	Seriously. 
3	It’s a poorly kept secret that most GHG footprint declarations we all read in corporate social responsibility (CSR), environmental or sustainability reports are a complex mashup of calculations  based on procurement information, estimates reported by corporate divisions and supply chain partners, and averages that have been worked up for various industry sectors. 
4	And when it comes to Scope 3 data, the guesstimating about a product’s carbon life cycle is even more complicated, according to industry experts.
5	"""It’s not that crazy of an idea. Think about it: Companies would never, ever do their normal accounting, their financial accounting, off the back of industry averages,"" observed Anna Stanley-Radière, director of climate transparency at the World Business Council on Sustainable Development (WBCSD), during a session last month at VERGE Net Zero 22. "
6	"""Companies are using secondary data, industry averages, proxy data to account for their emissions, to then take targeted reduction measures. Yes, it’s really important that progress is made, and we definitely need to see this as a journey where bit by bit, companies get better. But we need to quickly get to that primary data in order to be able to completely understand where those hotspots are and where we can take much more targeted action.""Maria Carolina Fujihara, CEO and founder of carbon accounting software firm Sinai Technologies, highlighted the challenges of using non-primary data during a VERGE Net Zero keynote talk. "
7	"""These estimates can be misleading because they often use the most conservative scenarios for emissions intensities. Additionally, data is not updated regularly,"" Fujihara said. "
8	"Sinai’s software enables large companies to ""measure, analyze, price and reduce emissions ."" "
9	The company’s customers include ArcelorMittal, Bayer, Nature and Siemens.During her presentation, Fujihara shared the results of Sinai’s recent experiment to collect and calculate the emissions of chicken nuggets rather than using generic databases. 
10	"""The main assumption was if we were able to calculate Scope 1 and 2 emissions from all the companies in the chicken nugget value chain, we could calculate the entire emissions impact of manufacturing the product without having to rely on [life-cycle assessments or LCAs] or Scope 3 estimates. Because at the end, Scope 3 is always someone else’s Scope 1 and 2."" "
11	"Sinai worked with five major agriculture and food producers to create ""granular"" inventories for more than 2,000 tons of chicken nuggets in 2021. "
12	The pilot considered emissions related to grain production, seed production and the hatcheries but didn’t examine fertilize production or some logistical considerations (which will be evaluated in the next phase). 
13	Sinai then compared the primary data with the broadly available estimates and discovered a large discrepancy. 
14	"""Because LCA data is based on broad estimates, we suspected that the numbers might be off target compared to first-party data, and we were correct,"" Fujihara said.This disconnect is one of the motivations for the substantial amount of money invested last year in software companies seeking to digitize carbon accounting including Sinai, Watershed (a partner of GreenBiz), Greenly, Persefoni and Sustain.Life. "
15	Shortly before the year-end holiday, energy data platform company Arcadia  scored $125 million more in funding — bringing its total infusion in 2022 alone to $325 million.The company’s product, Arc, allows corporations to aggregate utility data  across multiple locations (it covers more than 50 countries), providing a more accurate view of electricity consumption and carbon intensity on a far more frequent basis. 
16	Arcadia says it has more than 300 customers, including EnelX, Ford, Oracle and Salesforce, which is also its partner. 
17	It also provides utility data for the Salesforce Net Zero Cloud management platform. 
18	Arcadia is used by its customers to plan energy efficiency projects and guide renewable energy procurement, among other things, according to founder and CEO Kiran Bhatraju. 
19	He says access to primary data will be non-negotiable as carbon accounting becomes a C-suite executive concern. 
20	"""The CFO who signs off on this data is going to want to know that it is auditable,"" Bhatraju said.An upcoming revision being considered for the Greenhouse Gas Protocol  (GHG Protocol), the de facto standard that many corporations use for measuring and managing emissions, also promises to change the rules of carbon footprint accounting. "
21	The protocol, managed by WBCSD and the World Resources Institute (WRI) is a foundational part of the Science Based Targets initiative (SBTi) — but it hasn’t been revised significantly in more than a dozen years. 
22	In recent months, corporate sustainability professionals have been pushing for an overhaul for many reasons, including the mandatory reporting requirements proposed by the U.S. Securities and Exchange Commission. 
23	Also being considered is a major overhaul of how renewable energy certificates (RECs) are counted toward Scope 2 calculations — if they should be counted at all — as well as new guidance for tabulating Scope 3 impacts, according to the GHG Protocol website.This article offers a comprehensive rundown of what’s at stake. 
24	"WRI and WBCSD are accepting stakeholder feedback  on proposed changes to the GHG Protocol until Feb. 28.Those potential changes can’t come quickly enough for the corporate practitioners who came together in early December to create a new initiative, the Emissions First partnership, that recognizes ""the way in which organizations account for carbon emissions from electricity use should incentivize actions that maximize carbon reductions.""The group has published a set of principles  they’re hoping to see embraced within the forthcoming amendments to GHG accounting. "
25	Their ideas support a primary objective of moving away from calculations that emphasize matching megawatt-hour for renewable energy contracts and that instead prioritize corporation action that actually decarbonizes the grid, including energy efficiency projects or the addition of clean power in regions where it isn’t plentiful.Among the signatories are Akamai Technologies, Amazon, General Motors, Hannon Armstrong, Heineken, Intel, Meta, Rivian, Salesforce and Workday. 
26	"""The GHG Protocol should allow for innovation, growth and easy adoption that can be grounded against a guideline that sets a minimum bar,"" said Mike Mattera, director of corporate sustainability and ESG officer at Akamai, in a statement. "
27	"""The original guidance has done a great job of getting us all moving in the right direction. We now have an opportunity to build on that critical baseline to continue to innovate for the future.""    Holly Lahd, energy strategy manager with Meta, said the group seeks to send a signal to carbon accounting standards setters and disclosure bodies — including SBTi and CDP — that the rules need to better reflect meaningful investments that result in actual emissions reductions with a given company’s value chain. "
28	"""This is the first flag-planting, not the end of the conversation,"" she told me. "
29	Among the sorts of projects that should be considered for contribution are activities that don’t necessarily count under the current rules, including energy storage installations or software for better load management, Lahd said. 
30	At the same time, she noted, practitioners also need more clarity about the future of corporate clean power procurement and how existing contracts will be counted moving forward, something addressed in Principle No. 7 advocated by the group. 
31	"That suggestion urges that accounting frameworks ""avoid penalizing"" investments that were made under the existing guidance, while moving toward more rigorous metrics for new projects."
32	"""Practically speaking, with the GHG accounting dialogue and industry, there are some proponents who recommend we should no longer be able to use renewable energy procurement to meet their emissions goals,"" Lahd said. "
33	"""Others are arguing you should have to map the renewable energy and your electricity consumption in a very small geography. … These are proposals, details matter, but they potentially have the impact to really eliminate or significantly devalue investments companies have previously made under the current framework, and we think that would be detrimental to the market and create … investment uncertainty moving forward."" "
34	One of the biggest motivators for the rise of better carbon footprint accounting tools is the need for more granular reporting around Scope 3 emissions, in large part because many companies have very little direct line of sight into those impacts. 
35	"""Across the board, we have challenges on things like traceability, on measurement, monitoring, reporting and verification, and how to make sure we have partners that are really bought into the same journey as us and that we are incentivizing change with,"" observed Autumn Fox, climate sustainability senior manager with Mars, while discussing her company’s Scope 3 initiatives during VERGE Net Zero.  "
36	Indeed, Accenture recently estimated  that almost two-thirds of the upstream Scope 3 emissions in corporate supply chains come from suppliers that organizations aren’t dealing with directly. 
37	"""Scope 3 emissions are elusive and difficult to track in today’s complex supply chains. Many large companies don’t even know the suppliers beyond Tier 1, let alone have any sort of influence or control over them or their sustainability practices, which is why we have seen little progress in reductions to date,"" said Kris Timmermans, supply chain lead with Accenture, in a statement. "
38	"""Buyers typically have some internal system where they independently try to reach out to their thousands of suppliers and collect data in what is likely an unstandardized format yielding data that is incomplete and incomparable,"" said Nicole Labutong, principal for climate intelligence and supply chains at RMI, during a discussion at VERGE Net Zero.Little surprise, then, that alongside the GHG Protocol update, a growing number of initiatives are dedicated to defining best practices for implementing emissions interventions and reductions across corporate value chains. "
39	Here are four efforts discussed during VERGE Net Zero that are likely to inform carbon footprint accounting in the future:As big buyers become more focused on mitigating their climate risks, the push to make these and other initiatives real will intensify. 
40	One need look no further than the procurement aspirations of the U.S. government — which is pushing for net-zero status at federal agencies by 2050. 
41	The proposed rule  (open for comment until Jan. 13) seeks to require companies with at least $50 million in federal contracts to disclose relevant emissions across Scope 1, 2 and 3. 
42	In particular, there’s a need to ensure that the sorts of data points being shared at the product level are standardized, so procurement teams have a better sense of how to compare potential suppliers. 
43	"Stanley-Radière said: ""Companies need to be able to have the same data points flying through the system so that they can understand the data … and actually do something with the data … We’re not going to get to perfect data, but at the same time if we’re sharing different sorts of data, in different formats, in Excel sheets, the system doesn’t make sense, and you’re not able to understand and piece together the puzzle … in order to be able to intervene.""Realistically speaking, it will be months if not years before primary data collection becomes a given. "
44	So what can companies do to prepare for more practical and verifiable carbon emissions accounting methods CFOs and corporate auditors will be excited to embrace?
45	"Labutong offers this recommendation: ""If you want to focus on which vendors to work with or service providers or just how to divide your time, I would look to those that are the most influential, the most aligned with your current strategy and [that] your company has the most ability to move, where you can have open lines of communication to get data, and then build from there."""
46	Singapore’s Ministry of Sustainability and the Environment (MSE) announced the appointment of Lim Tuang Liang as its first ever Government Chief Sustainability Officer (GCSO), responsible for driving the government’s sustainability efforts. 
47	The appointment follows the establishment in 2021 of the Singapore Green Plan 2030, the government’s sustainable transition strategy aimed at strengthening Singapore’s commitment to the UN’s 2030 Sustainable Development Agenda. 
48	Targets under the plan include quadrupling solar energy deployment by 2025, reducing waste to landfill 30% by 2030, reducing water consumption, greening buildings, and requiring cleaner energy cars.Singapore has also committed to reaching peak emissions around 2030, and has recently announced an acceleration of its ambition to reach net zero emissions by around mid-century, from its prior commitment of halving emissions by 2050 and achieving net zero “as soon as viable in the second half of the century.” 
49	The Green Plan is supported by Singapore’s GreenGov.SG initiative, which includes public sector sustainability commitments, such as peaking carbon emissions around 2025, requiring government agencies to purchase products that meet high efficiency or sustainability standards, and considering companies’ sustainability-related policies and practices when evaluating government tenders. 
50	In the newly created role, Lim will help drive these plans, overseeing MSE’s Public Sector Sustainability Office (PSSO) and Sustainability Partnerships Office (SPO), working with public sector agencies to develop and coordinate strategies for GreenGov.SG, and spearheading partnerships with businesses, civil society partners and individuals on advancing the sustainability agenda. 
51	Lim has been serving as Chief Science and Technology for MSE since February 2021, overseeing research, innovation and enterprise development efforts to meet national and industry objectives, and driving technology innovation and adoption to meet Singapore’s environmental sustainability goals. 
52	Prior to joining MSE, he served as Executive Director, Innovation & Enterprise Group for National Research Foundation Singapore, and as Chief of Staff – Joint Staff in the Singapore Armed Forces (SAF).
53	LuLu Group, whose flagship hypermarket chain powers the MENA region as one of the largest and fastest- growing retail chains, will be launching an ambitious ESG campaign this month which will shape the way the Group manages its response to environmental issues and sustainability, promotes social values such as diversity and inclusion in the workplace and manages employee relations through good governance of the workplace. 
54	The carefully planned campaign is called GOAL – which is an acronym for Green. 
55	Oneness. 
56	Awareness. 
57	and Life – and was launched by Princess Haifa bint Faisal Al Saud, Chairperson of Zahra Breast Cancer Association. 
58	October being Breast Cancer Awareness Month, Lulu has also linked the purchase and use of its recyclable bags to raising funds for the ZahraBreast Cancer Association. 
59	The GOAL campaign to promote Lulu’s ESG targets will run from October 2022 till September 2023. 
60	It will see the Group enhance its programs that are already in place and execute new ones which set new goals and initiatives which welcome public participation.See related article:  Save Launches the First ESG-Focused Savings Program in the U.S. 
61	A total of 12 months of unique ‘green ideas’ have been selected for implementation over the coming year, each adding value to the Group’s existing environmental and sustainability track record and also bringing new commitment to the campaign. 
62	These include the running of LuLu’s large warehouses using solar energy and giving customers the option of paper bags when shopping.Other initiatives such as the Saudi Green Initiative and National Food Bank projects, sustainable fashion campaign and a vegan promotion to explore alternative diets considered more gentle on the environment will underscore the Group’s ‘green’ consciousness. 
63	There will also be a Green Office program to encourage employees to think environmentally Social goals will be addressed through campaigns such as a winter clothes collection drive and a Clean Up initiative which will see employees volunteer time and energy to help residents clean up wadis, parks and gardens as well as trash lying in the desert areas. 
64	Small businesses will get a platform to promote their products and services in-store and a project to teach children crafts that will reuse and upcycle household waste, especially plastics.
65	JBS, the largest food company in the world, took another important step towards its trajectory towards the Net Zero 2040 commitment. 
66	REC Standard / I-REC, which prove the generation of electricity from renewable and environmentally responsible sources. 
67	The certification was obtained through Biolins, a thermoelectric plant located in the city of Lins (SP), which belongs to JBS and uses various types of biomass as raw material for energy generation, such as sugarcane bagasse, wood sawdust and eucalyptus residue. 
68	The plant has 45 MW of installed capacity, enough volume to supply a city of 300,000 inhabitants. 
69	Based on the energy generated by the project in 2021, Biolins can issue 113,400 certificates for last year.See related article: DOE Proposes New Energy Efficiency Standards to Deliver $15 Billion in Savings Certified in Brazil by the Totum Institute, the I-RECs can be purchased by industries and commercial establishments to prove that they consume electricity generated by renewable energy sources, such as solar plants, wind farms and biomass thermal plants. 
70	As a result, certificate holders are able to neutralize the so-called Scope 2 emissions, which considers indirect CO2 emissions from electricity for own use, contributing to the fulfillment of its decarbonization targets. 
71	“This achievement is very relevant, because it attests that Biolins is environmentally clean and injects energy from a 100% renewable source into the National Interconnected System (SIN). With this, holders of the I-RECs issued by Biolins will be able to prove that the energy consumed in its operations is clean”, highlights the Director of Sustainability at JBS Brasil, Maurício Bauer. 
72	Currently, Biolins supplies 20% of JBS’s electricity needs in Brazil.
73	Eni announces the incorporation of Eni Sustainable Mobility, its new company dedicated to sustainable mobility. 
